Commande_ID,Date,Produit_ID,Quantité,Montant
325949dd-ddb4-438e-871b-aba07029f5d6,2023-03-21 18:45:32.309217,2169,3,4748.98
4044bab4-cd94-4c31-8146-e2079ce0b07c,2025-02-17 06:17:57.729778,2924,8,4251.56
45671e3d-735a-4269-9287-491f3c2b7b3d,2024-10-04 20:43:31.986700,4566,4,2663.66
007d6134-80ba-4160-bbe0-af636475bf64,2022-12-11 14:15:00.180762,3954,8,402.69
f68d77fa-0589-4a17-90fd-d79d606c82be,2024-03-07 11:50:52.765033,808,1,3206.03
59bd8572-d087-4c07-83b9-11b751146d11,2024-12-20 18:35:58.791895,4702,7,279.76
05a68470-9beb-4b1c-b405-86d0401b2818,2023-03-17 11:24:02.549907,3044,2,2687.87
4dc94147-5e35-4463-afbc-0591487d0bb2,2024-07-01 05:50:04.028264,856,8,1266.07
6812a6be-359f-44b6-b6e0-de933b494519,2025-01-11 13:59:44.224944,1425,5,4869.84
df83e1a7-5a64-4f5f-a510-b3fd49519e3f,2022-06-05 15:36:48.949036,2966,2,732.74
ee2f362c-3ca8-4a5b-a508-2ded4135dae9,2023-03-07 10:51:30.554088,1626,1,1072.99
587a7db7-3cb9-4a50-b5af-6aaa94fc92eb,2022-08-03 11:29:53.365452,3382,7,4228.26
8a1f5d8f-aef7-4bf4-b3af-fca312d532f6,2022-07-25 10:41:58.845031,1198,7,1611.03
caf9a06d-b41f-4744-a4d6-d726dc939b31,2024-03-15 01:08:38.982898,2366,3,32.93
d8f53e07-ad04-4084-ad78-7cd1a36c2241,2022-11-13 19:37:13.470594,888,7,3524.72
20311b3b-e36d-4b1b-82c5-2bf1ce656398,2024-04-18 08:00:46.626611,343,4,134.41
0a607ebb-84f8-4560-9941-80e97e581eb0,2023-04-15 16:05:15.468349,2840,6,2325.58
18721866-d842-40d5-85e6-0573720eda49,2023-01-12 11:50:08.414970,4824,8,609.72
98171a9d-382b-408a-9a0e-3a4ec98be29a,2025-01-29 22:57:48.775496,4744,8,2090.39
890b9e5f-b641-4bd1-b55b-6d995a5cd193,2024-02-17 21:33:43.481467,4342,3,4187.6
e54e5945-abac-4eba-a3fc-106a2ae17576,2024-05-31 11:40:45.951236,3430,3,3466.91
6ec93b01-f59f-4c93-82b7-07417088f4d5,2023-09-20 11:35:50.238113,2026,7,513.67
11026dbe-3255-46a7-8c8d-6d5773c2d5ec,2023-09-23 12:16:45.166856,1833,7,2752.77
ed1311a8-b1ee-4a7c-93e1-dc356efc1528,2022-10-13 23:23:23.518031,797,7,1596.08
25179f34-049b-4670-9343-c25e10ac9849,2022-05-07 11:42:24.109490,218,6,3592.04
05c45c53-0802-43a3-ab0c-00308fbc5ba4,2023-12-29 14:52:06.380918,2312,10,4032.26
10adc59f-c8c3-494c-95c4-c404cf0f3066,2023-12-30 05:10:08.134436,981,1,367.01
49e5c78c-0821-4f67-8472-4231faf9b75c,2023-01-12 20:24:05.828233,4080,7,322.92
9ed6bb78-f5b4-4219-94b1-704502c94801,2022-06-28 21:45:08.090522,2219,8,3422.41
92093176-fba2-46ee-b74b-03045fd71d2d,2022-07-24 08:12:32.903306,3974,2,4591.81
3d6126c9-f7ed-4ad6-84a2-64ce2ea6bed5,2025-02-02 23:51:37.752757,152,8,4916.75
73804a94-08e2-449e-a5f8-42fe6abfc225,2022-07-01 21:11:51.630494,4379,5,3752.68
258b2cf1-74f1-4008-ae14-306671008442,2023-06-12 16:53:14.415033,4453,1,981.53
67e59a4b-600a-41b3-b5ef-3c1ca0525be2,2023-11-06 13:21:27.245224,424,5,4574.39
ce37bb1e-14f7-478a-9e5b-f69832d181be,2024-07-19 22:18:02.392597,3990,2,747.97
e6575d70-7374-4860-86fb-41095c1380e8,2024-12-10 20:15:02.880659,4603,9,795.34
cf5a1fe4-b15b-44e9-9b79-378c6af5e2e2,2022-04-16 05:19:13.100506,2381,4,3458.96
f9d996b3-98c8-4e40-a96c-0a8494ba2df3,2025-03-14 22:49:17.346702,4101,7,4427.75
1f3a3457-1805-419e-b63d-7d5b318e17b5,2023-01-27 19:32:12.397184,488,10,3248.92
b7ed6554-098d-41e7-848e-f0ccaaadd4d2,2023-02-04 16:47:26.073882,4755,9,4893.95
4bbe43a9-a604-4c10-a671-3d1d70aa4494,2024-04-16 22:18:35.105803,846,4,4818.92
bc9a916e-ce90-4160-8439-b088711a364c,2024-08-04 07:50:03.790431,256,2,4514.24
c1e93886-309f-4e0c-af95-5e2c02a5f98c,2023-10-06 11:30:05.405661,1973,6,3429.27
553e3a4b-3410-4847-be70-0be8344516b8,2024-11-18 21:58:32.865630,3685,4,3649.5
1f39a714-6693-4f36-b5ab-6161da6bcfa5,2022-09-29 18:48:55.966338,1040,8,612.8
9e4627d0-fae0-456d-86e7-e713c8acdc63,2023-08-22 22:22:48.253127,989,6,273.55
dd515100-6e08-444f-b73c-d5691debdc4f,2024-04-07 14:06:52.862374,4643,2,2033.19
e4e5a84c-5823-423b-bbfa-a20cc8c88f3f,2022-11-22 18:20:06.193222,1257,7,94.49
e1b54970-76bf-421a-a93c-a34f912b0e89,2025-03-15 07:03:13.779144,220,6,181.36
6ca7471e-1264-440c-b4ea-81920146d2e9,2023-10-22 05:30:34.545717,3834,4,337.99
ea4a097c-5b5c-4d99-898d-2814b16937fe,2025-02-02 22:32:14.526513,3799,9,3217.47
a3ef03ea-f039-43dc-9ec1-8b8a2a1e39ae,2023-03-09 01:15:54.970763,619,9,2503.17
828e7e13-6f47-417d-ac48-6bed6464a2d3,2024-02-26 11:13:31.929085,4030,3,2849.82
b543ee99-e0b0-4251-a2b1-bac05e641ec8,2023-01-07 20:30:44.878883,14,1,4336.97
f6a1b873-6701-47d5-aa5a-a4c0e0220b08,2024-11-13 01:45:54.918761,2823,5,4373.31
e43c9b88-5426-4f57-b0a4-84255092770f,2022-05-30 07:35:59.531209,3250,9,115.52
160c4f8f-3a36-46b7-ab80-808700b18460,2023-09-11 22:17:35.093674,4997,6,3550.82
4b143cfc-e8e1-4759-842c-f98f70630326,2023-02-11 16:19:42.362007,3614,1,3965.34
4f9b021d-5686-41c0-aa0d-e3fad4efeefd,2023-11-14 13:54:26.591664,807,10,2420.11
054c8a77-c5d7-4d46-9b4d-cd5f75013a0e,2025-02-18 09:11:00.365757,522,6,4128.33
67ccc549-f830-4996-b15a-f7254bc24521,2023-11-17 17:15:27.047520,3155,3,4330.95
f3221da0-94e5-43af-8dce-97f457c31843,2024-06-30 15:44:15.307030,4448,7,4744.13
c3ba0f9b-073c-4f2a-b823-12507d259370,2023-07-19 13:27:48.790832,143,8,4911.0
8c2860b1-a957-405c-b74d-03b4fca2f414,2023-01-08 06:46:22.389118,2461,2,634.03
ebfc6c3a-f9a6-4d04-90bf-4e3fee10733d,2022-11-10 03:28:53.119700,2683,2,4387.83
e8e557aa-2aa6-4148-88d3-4bba8101c5e4,2022-10-21 14:26:31.093724,4362,9,130.0
db878238-2868-4a0c-ab7e-400f25387b95,2024-09-30 00:33:44.064341,3820,7,181.35
486505dd-9bfe-45fc-ab8c-5f6561aab6b2,2025-02-03 13:54:49.006503,2751,10,1788.15
0b31189d-9767-40f9-b795-93ac54127387,2025-03-17 01:10:54.103640,866,2,4234.13
0f9ee0ed-cb54-43a4-aefd-380a4ecf8024,2023-03-18 15:46:22.547575,192,3,1715.08
cbb43320-4ab7-4918-ae4c-7eae5c3c2821,2023-10-07 02:00:14.792721,2765,4,1878.73
cfdb8661-a572-4e1e-a845-d87826710b5d,2022-05-13 15:35:08.708946,4665,8,290.87
272ae589-c6b0-4466-989b-522395452165,2025-02-16 09:48:55.930666,4698,2,1713.84
285bdf63-8e0a-47d7-b2c8-f267961a5572,2024-01-20 02:05:53.949066,4761,6,895.98
2fdb9e62-4785-44f5-8f7e-c3d6e1b23d4e,2022-06-11 00:57:58.805207,4316,7,2597.09
62b1372a-66e4-486d-8416-3db39af6aa8c,2023-10-15 14:50:40.600166,1714,7,767.68
e73aee17-9c54-49ad-baf5-5fcc509f7058,2024-01-11 14:57:42.184319,968,10,3592.23
e9dad955-23d3-46a8-8e21-c46ea820c5f6,2024-11-04 07:49:53.304207,3028,10,1006.02
b5e333bb-af66-474c-b59a-abe1b55ea6ea,2022-03-21 07:37:43.262350,1062,7,3039.11
d62be2a1-144f-4b5e-8c81-8aec922ae689,2023-06-11 04:29:03.479364,3429,8,3663.53
b1604b8b-1631-4dd7-9d39-140c2dc6158b,2024-03-24 20:20:37.954777,1124,3,639.81
01f768ef-178b-4558-b4fc-18466ee53a6f,2023-06-17 14:50:56.559182,2572,3,2314.45
4ecc4bc8-5fb6-4f15-ba0e-011c47194adc,2024-12-11 05:05:15.926779,1276,7,1726.35
867f9631-ab05-4f4a-9263-31ae95ec9170,2022-06-24 17:58:35.966518,3931,4,4889.19
7e1aa1f2-7fe4-4c96-9c52-dafe86a3b595,2023-08-04 10:23:57.173399,4268,7,4893.77
6f477f6e-77c9-4cc3-a0c4-2b6304853038,2024-10-30 07:20:55.930281,2855,8,675.85
60f6882a-ff0a-4286-8027-4dfd12077708,2024-04-11 01:31:17.677104,4227,4,1223.01
3984ae36-674a-4461-96f3-d113d8213809,2025-03-03 02:45:42.452728,89,7,195.96
99671bf4-feb8-4416-9f8c-592b4a35a31c,2023-10-20 22:16:13.269742,888,5,809.68
f453699b-df27-404f-b025-0de35667002b,2024-11-13 22:18:21.047363,4030,4,1014.69
8009784a-02ab-4e5c-a0ba-1f469f6f95b1,2023-10-12 20:08:36.437568,938,4,1003.68
4bc5c78c-465d-401e-a0c5-df666fff918e,2023-12-16 22:20:43.695150,679,8,4481.34
cf8ae6fc-f7cd-48f1-b4f1-004664700b3c,2022-03-26 10:35:02.123813,1882,9,1464.45
17edbe5f-e643-465c-aa24-2ab579bdad3a,2024-08-27 17:52:36.909564,3902,10,220.02
ec30932f-7dd0-454d-a70d-8775f07ae2c6,2024-12-15 00:13:25.055050,3222,9,3237.88
143722b6-03a7-4f9e-aba9-7a7e8ee332aa,2024-03-27 02:46:41.993783,4878,3,4292.91
919ee665-9354-4cb5-8820-0ec221e6cb22,2023-06-25 06:53:01.215042,284,4,1910.85
9741d26e-fcd3-488f-87bb-727ff9240458,2022-03-21 17:37:22.316153,185,9,4482.0
9cf3ba2b-612b-49b0-88ae-cf34b7d313fd,2022-06-06 23:56:52.674146,1615,7,4831.08
9daeedb7-964f-4c9f-87b5-ca9dc2f01a3f,2025-01-17 07:44:05.196230,2795,7,718.75
3ec2e15e-d362-4359-a6a2-24fd7dbe525a,2024-11-09 13:55:16.936563,14,4,2875.52
5b3b7a52-e2af-4c76-b3cc-08df26f47268,2022-05-28 17:00:25.461532,2904,5,3025.64
88c3fa55-a350-4c70-bdfe-10ea36ad3061,2024-07-11 00:04:57.042320,2469,3,1171.72
9603a295-8d09-4ddb-9087-15f006dd6035,2023-12-03 18:18:17.531447,1197,10,1080.03
97e06a2b-ade3-4dc4-99f2-ecdbdb8745cb,2024-06-27 05:36:29.025818,2745,9,679.63
6d5cbe52-e64c-4245-bb94-d205304dc077,2022-09-23 19:30:33.144250,4036,1,3876.89
5a8a5b50-d309-4021-ac25-a4b65b3153da,2024-08-17 03:28:42.079644,314,2,2260.56
d494a834-23e8-43a5-a2e8-50ec80deeac6,2023-02-03 13:51:41.921699,3097,5,2183.23
6e0651eb-2dfc-4bde-ad4c-001c1172e030,2022-11-27 11:04:07.337394,401,7,2875.24
de9851a9-ffa7-43f9-b36d-8b43b01ae7ca,2023-10-08 14:57:52.612117,747,3,4234.93
4048d682-bdd2-40b2-9e09-e072e00020e4,2023-08-01 00:59:40.156825,1151,2,4564.53
9a9e75b1-8eb2-4283-b1c6-151a72ce2590,2024-10-23 20:01:03.370540,783,7,1066.31
721b1168-450c-460a-9b5b-5623136efd87,2022-06-29 23:10:49.264252,4143,4,87.01
113690f8-ad0e-4b6f-870a-e83c180796e2,2022-08-17 20:19:42.574565,3690,9,3177.76
e76a6d3a-5a59-4b15-9e83-02a9f91854a0,2025-03-11 14:27:37.682424,3636,8,4622.16
d4a1713d-795d-40e0-88f2-8b5f11462817,2025-03-01 19:54:31.171277,3417,10,3931.45
0db5a56a-f3e9-48f4-a685-5d5074fd439c,2023-02-26 23:05:07.339457,739,8,4004.61
30d5ba79-c38c-4f28-98a2-dd84ec9b3c6a,2024-05-20 03:43:46.155965,3526,1,2986.75
d7d7a963-c85c-4d59-8427-10b9406b8c16,2025-02-18 17:31:05.380508,3205,3,1247.91
2de752b1-0d25-4ac9-9935-1717c994f2bc,2022-09-15 01:42:45.348258,4709,7,2613.96
693d9bb5-b821-45eb-b010-ae1aa33d1505,2024-08-30 12:46:33.979386,196,5,2679.61
4aea8311-9480-4133-a122-baa81cc7ddcb,2024-12-12 18:34:30.700984,1000,5,4902.3
e8a28563-6baf-4ed3-be63-43b7fe69381f,2023-08-17 07:13:52.863405,4168,7,1780.1
9c1f733e-e17d-47ae-ace1-5969390761fd,2023-06-20 23:58:17.031129,4565,8,3818.63
6ee00ff9-a51b-4993-9b77-f0b85bf64203,2022-09-19 17:27:51.602607,4101,10,3199.75
b8362fbc-7e1b-4601-8abf-efaf5386cff1,2025-01-28 13:33:56.523010,289,1,1463.64
7f6903ae-b101-4892-b3d4-2ed47d420eeb,2023-12-15 20:31:54.959945,1487,9,4069.7
59fbae2d-d069-4ce3-8e19-6ec385cee5bf,2024-06-01 22:03:24.847199,2227,6,3173.17
09054625-23a1-4291-bc1b-37dbbcd2ca9b,2024-03-07 13:50:53.704935,4379,2,1565.36
14810189-ad75-4831-a88c-a3bb37b20e4b,2025-02-12 01:02:41.323484,106,5,2163.18
2e1f6569-9a46-4b1c-b31b-417a313634cd,2022-06-27 22:14:25.960761,2983,7,1108.84
30340e96-b695-44f2-9618-9d3d2594798f,2024-03-01 15:28:42.979301,3701,8,4369.02
0afcd26b-ecd0-4c31-85aa-34a0eaca93b9,2022-10-16 06:44:51.084542,1640,1,1879.42
ec095d16-1b99-43ee-9f12-4079c36437ef,2023-12-14 20:00:21.941697,2168,4,1568.52
5a21e988-a008-4a88-80a3-629ed20f8673,2024-01-31 10:10:40.795675,2572,1,2931.54
a9a316c9-7094-4da1-ac43-1e7814f2c624,2024-06-28 09:59:44.284948,2321,7,1937.4
988d4855-f2d2-47aa-b264-a6f955595831,2023-08-31 22:34:44.481102,4632,5,2343.26
61c37dc5-0b08-4547-b14b-308f6a9b30a5,2022-09-02 23:22:00.540971,4544,6,2479.62
ea7ba4fa-b180-474e-be7b-d1cdbee15ea3,2022-11-08 14:27:59.064963,2647,8,3511.26
add41099-c13e-42a8-bbbf-586510db68c8,2024-08-01 19:04:01.702863,954,4,4140.92
7ea809e4-70a0-4ed4-b532-d07792991a53,2022-04-19 02:56:02.285105,820,9,411.61
b95d4c0b-2dec-494c-9a03-d0a0f6cbdc85,2023-11-17 05:31:41.940955,691,9,1709.25
47f4f887-e3d1-4aab-998c-9ed033568e51,2023-04-20 07:06:44.970847,2548,7,3866.48
903a7d71-23d9-4064-b11c-2a1a1702f817,2023-09-25 03:23:55.849892,4619,8,999.01
708c3b33-8684-4570-bf0f-eda843aad01c,2024-09-07 07:06:44.558028,2387,7,1951.4
a22a0e5d-74e4-4a45-a226-b6fdcc323f50,2024-02-13 23:05:29.466660,4715,4,1250.34
56e1f71d-3a5a-48cb-97ec-c9c6feb6f646,2025-03-12 22:30:46.327108,1733,2,1856.11
54e6d134-a01b-4dc2-bd68-4c6228cf5fd8,2024-10-30 02:11:23.099470,542,8,4144.58
601b51ff-2417-4e31-a6d0-04f2341e7432,2024-01-25 17:51:34.347863,2490,10,1609.26
63e4323d-c825-417f-98e5-37bca875f8a3,2024-04-10 11:55:00.296332,1590,6,312.02
0c2781fe-e431-4781-b2b4-780b4e8e1685,2024-08-08 22:31:00.408135,547,5,3211.26
89131c0a-d879-4751-b354-4769a3be4ea1,2024-03-04 07:51:16.110655,4132,7,1441.31
fa87e971-d12a-482d-b32e-d69b12a0f068,2024-02-22 23:53:32.781885,2439,4,4182.22
ca14f160-7435-4ac3-97c5-4305ca8218de,2024-07-07 10:10:23.755400,2625,9,1994.06
2ebb9d7a-db61-40a8-af2c-13e26c14c70f,2023-08-30 13:39:54.397984,3125,8,81.58
85568791-e72b-4b07-8aee-2e19c7ac00da,2024-10-18 08:00:58.618095,1155,3,632.45
3dc1fd28-1236-4b43-94cb-9b6359e9e73c,2023-01-02 03:35:10.369872,4325,6,4135.69
8554352d-7041-4135-ad7a-7aa0c54cd03f,2024-06-25 16:13:39.614436,3026,8,4705.86
e91c0a00-2929-4d9d-84b6-2884d6d2fd01,2024-09-09 15:47:57.487617,1837,4,880.35
2c756393-a3bd-49c7-83eb-310f82cc321c,2024-10-18 05:54:54.681199,2328,2,4575.03
62eb8c16-4a28-4c8e-99dd-9f9b2cd82bea,2024-05-02 01:36:24.890460,22,3,3069.4
656343b6-b48b-4247-9ca0-d360ccf4342e,2024-08-17 15:17:53.048637,2691,9,808.71
08f1d749-74c9-4d4e-ab67-c535d75f434e,2024-10-02 17:25:04.585295,3729,8,1358.69
10661bbd-0abb-4f8d-bcb9-b1394a8d9e2c,2024-01-04 14:52:28.200302,803,3,1856.95
061a9671-a356-4335-88f2-e4ea3c00e911,2022-12-18 00:53:31.195429,789,5,2116.82
d802dc80-43ea-401d-8d76-4d6f37a8fe65,2022-04-03 06:11:17.936661,2667,2,4159.81
05107b5f-4d47-45cf-98b3-cf2e1a1b413e,2024-12-18 17:25:54.188280,1066,10,1284.79
b72b4d33-71e9-45ce-80e3-8b59f3eec6d9,2022-09-15 17:57:29.236007,2710,6,1738.33
fbe5be01-384f-4f96-a683-0992f7452c2c,2024-03-28 02:16:08.220730,1098,5,4723.22
