Session ID,Date/Heure de clic,Page visitée / Action,Utilisateur
sess_152,2025-02-15 15:45:30,Modification du profil utilisateur,2ddb0aa0f11c2c0649b28836ad7cafa99329749e44bf08d7047ff29fae8c608c
sess_752,2024-04-10 19:55:30,Partage du produit 14,568f08c229e51c55978d7ec9c1ce75ea91313823736967dde45f5667cd093684
sess_180,2024-11-18 12:39:30,Recherche de 'parfum',bbf5e93a19056edb54831cb2edb3f7e060831aa25a56b2ca5d741c9d501c0af1
sess_848,2024-03-25 19:41:30,Déconnexion de l'utilisateur,fa0c1eee15b23c9d3be26407b40b46fc46b4c0a2ab8ed0399dd3401f53eccf3f
sess_131,2024-12-06 13:40:30,Déconnexion de l'utilisateur,e108eb775c8275d9a75217302030aac86693458c49c2a3812f55fbeefd557b26
sess_179,2024-04-17 09:04:30,Ajout aux favoris du produit 36,b5b4462ef408af82f69efee12d18196cf2140976bdd6ae11d292e01a175c1ab3
sess_182,2024-08-10 08:13:30,Déconnexion de l'utilisateur,c3b282683c1fdedde5115a2f4c5df0ace3fef7e488e46f4ed869556cda3296f8
sess_059,2025-01-19 23:15:30,Avis laissé sur le produit 29,a2d7cd384f0879c751ebb9a266d827ef0eb85e6266a53faafd9677e056ac36b8
sess_887,2025-03-02 12:34:30,Déconnexion de l'utilisateur,b5b4462ef408af82f69efee12d18196cf2140976bdd6ae11d292e01a175c1ab3
sess_073,2024-10-07 07:32:30,Visite du produit 38,021d02fd39aa954750faaedcee8d75aa82001282e427cb5f243cc05613a1bf10
sess_642,2024-08-19 11:53:30,Ajout au panier du produit 29,ff9f6a2a6cd5114a1e89cf7e3065ed6626649574afed56abc5e11c7b118aaf7f
sess_013,2025-03-02 01:05:30,Validation du panier,f5cbb661c06c88431592e03bf744be731c805e993d20c863160ea4c9ce9a8f78
sess_593,2024-07-13 07:28:30,Modification du profil utilisateur,021d02fd39aa954750faaedcee8d75aa82001282e427cb5f243cc05613a1bf10
sess_205,2024-09-17 21:16:30,Paiement effectué,7fef67e8b9f2512e8396ea60baa11ef17989d399b7ea45d94b2c85a4c52941c8
sess_733,2024-07-01 13:09:30,Paiement effectué,ae337887c12e8eccb83128c2a6d8851cf5018b3a39f8c823280e82f18c17199e
sess_331,2024-10-20 02:31:30,Visite du produit 9,212085ffb12b1fcceae77e72724d075f356538c42a4d92950aaa3b43d558676e
sess_250,2024-05-07 16:27:30,Modification du profil utilisateur,b38dc09bfdbb7fbbe9161b4f87191fb13c9636e8c222d72ae56a7736f275292e
sess_258,2024-11-01 23:51:30,Visite de la page home,5cbeffca93e9f9bc0674bdbff6dc084b2d6c8dcff687d86ef4342026b020f8d4
sess_360,2024-03-19 03:18:30,Recherche de 'airpod',a2d7cd384f0879c751ebb9a266d827ef0eb85e6266a53faafd9677e056ac36b8
sess_674,2024-07-01 01:24:30,Visite de la page products,8dfdb88af4c2bf546ab916aa481ac76d7e3f680ff519c79d2b4aeba56aa64961
sess_346,2024-05-09 05:48:30,Ajout au panier du produit 31,059b032724c22c355c20c523ece1f60a6430d855b42593b07d3f3f23f125e4b3
sess_913,2024-11-09 05:10:30,Recherche de 'ordinateur',b9771b45fe79a5d6fb30758f5b848eec5d1fa4a35931aecd2ad067ed6dcde91e
sess_863,2024-08-23 06:26:30,Recherche de 'ordinateur',eb6fbe30cd9d94172436aa08874df77b0c61deb37d1764aa6d48925206c0df91
sess_953,2024-05-11 14:00:30,Connexion de l'utilisateur,46fbe7143af63e7dadb5859ec1ba816620210f6b8b2081fc1d02997caef493f4
sess_250,2024-06-19 00:53:30,Validation du panier,ea4089dc52f18970104a668603c3d92c36436c40ad557624ad29eab584b914f2
sess_730,2025-01-18 00:26:30,Ajout aux favoris du produit 16,568f08c229e51c55978d7ec9c1ce75ea91313823736967dde45f5667cd093684
sess_588,2024-10-22 22:02:30,Déconnexion de l'utilisateur,e40296a651442d7f554cfca600d6d42088b7f2d6ab4f3957bffa6b87d79d4cb6
sess_163,2024-03-29 16:40:30,Modification du profil utilisateur,da48ada71098f8306455a3bc3b425b2a494826a85846e27c65fcd30931a0ca72
sess_511,2024-11-16 23:16:30,Ajout aux favoris du produit 18,a4b8440a6eae00a9d488c8c0c092cbd37d9c712320eba1494df29a5b3cda8de9
sess_881,2024-12-15 11:02:30,Ajout aux favoris du produit 11,0534abc63facdc71526106db9893ccc131092f1f4d29d7755577edd40e3d2945
sess_128,2024-05-06 19:44:30,Déconnexion de l'utilisateur,eeb91b22a7180aef0f9eb4be81ffed9f23e55c1a9bdc8e8e76eca0d2193d4761
sess_239,2024-07-27 08:17:30,Ajout au panier du produit 48,da48ada71098f8306455a3bc3b425b2a494826a85846e27c65fcd30931a0ca72
sess_243,2024-11-23 01:00:30,Visite de la page contact,edfd91e63333b1afbbee6997af433ad3dc28ac1e5ac2f6d105eb8deaa210ac99
sess_124,2024-12-20 21:56:30,Ajout au panier du produit 21,bd329b5307f1a24533e9980fda521222c75b32c27ff7c661f1e8b466f440cf5f
sess_342,2024-10-22 23:23:30,Connexion de l'utilisateur,a4b8440a6eae00a9d488c8c0c092cbd37d9c712320eba1494df29a5b3cda8de9
sess_407,2024-05-17 18:13:30,Recherche de 'robe',5398a3f8a28fc57ad6ed399f870b2cbc94fee0d0e7563f6dc69356bb34ef2523
sess_223,2025-02-16 10:33:30,Modification du profil utilisateur,3aac92e43bd76dad978d2094581a3ab0010242fa4696d270797dd3eb8bbf9191
sess_371,2024-06-10 02:43:30,Visite de la page blog,a5171e4f79564ffde48dc71f519b58ab7ac3d276dedf5a8738cf691af227874c
sess_722,2024-07-26 06:57:30,Recherche de '',eda7052abd3aa839163786c2e99ffe84c9fd9f8556bfc61207212d7719727f9b
sess_563,2024-07-29 17:07:30,Paiement effectué,dedb09928b319c3274fb890ca3ccf368df6a1b507ebe09c6a2e06997c36d4689
sess_679,2024-07-11 05:03:30,Déconnexion de l'utilisateur,97861b647c16242a760be1f258194f19a049cf1a0ccda338c01c8f996411858b
sess_528,2024-10-24 03:01:30,Visite de la page home,1c2cec4ecd9292b35f058951de816c1842b807b0408cf15468930771662f4055
sess_514,2024-10-11 16:59:30,Recherche de '',97861b647c16242a760be1f258194f19a049cf1a0ccda338c01c8f996411858b
sess_293,2025-02-10 22:27:30,Partage du produit 28,78aba687cd2d054fae90c4db0cb9667d5336ea6303da8bca7cdd36575f3a9465
sess_285,2024-09-27 01:13:30,Ajout aux favoris du produit 1,b4f06f0b4c2c5cc0d07c4101e099ab9a7bbd4be8ea697300b9aa11453fcdb832
sess_799,2024-05-27 14:07:30,Modification du profil utilisateur,8431e7b79007a4449c2663fa4aa8dd8bada8a02453eef72a66bb548bb328fe8d
sess_032,2024-10-20 18:02:30,Visite de la page about,34bafbdff6ea5f858b4f9be992462291bf61c9f8e6d017317c1e4b1f703f1b06
sess_115,2024-08-02 14:01:30,Avis laissé sur le produit 25,3aac92e43bd76dad978d2094581a3ab0010242fa4696d270797dd3eb8bbf9191
sess_109,2024-10-25 09:47:30,Recherche de 'airpod',eda7052abd3aa839163786c2e99ffe84c9fd9f8556bfc61207212d7719727f9b
sess_182,2024-07-31 10:33:30,Avis laissé sur le produit 30,56eb7189d108abd5a6b0bfbc5dd8147f6a7d614639c51d25944aa64bddfb9986
sess_879,2025-01-27 17:46:30,Ajout au panier du produit 21,40663e44e8b86fad3d052d859b0803ba7665b4e6dd350e1e3308bfe9f7f8cecc
sess_473,2025-03-09 23:21:30,Déconnexion de l'utilisateur,46fbe7143af63e7dadb5859ec1ba816620210f6b8b2081fc1d02997caef493f4
sess_558,2024-05-05 02:26:30,Visite de la page about,eda7052abd3aa839163786c2e99ffe84c9fd9f8556bfc61207212d7719727f9b
sess_908,2024-04-20 16:13:30,Validation du panier,5cbeffca93e9f9bc0674bdbff6dc084b2d6c8dcff687d86ef4342026b020f8d4
sess_633,2025-01-30 09:32:30,Déconnexion de l'utilisateur,8669e9ff6b287f9f7e8ad5b810de213d7cc4dfc78e6cf99768f16802a2a6d1b8
sess_198,2024-10-30 14:42:30,Avis laissé sur le produit 28,e108eb775c8275d9a75217302030aac86693458c49c2a3812f55fbeefd557b26
sess_992,2024-05-13 19:37:30,Ajout aux favoris du produit 43,da48ada71098f8306455a3bc3b425b2a494826a85846e27c65fcd30931a0ca72
sess_567,2024-07-09 07:56:30,Modification du profil utilisateur,57622bbc241b9967d78ab93351bd729ea2c0e773d94eda5be2a82fa49930ecb3
sess_867,2024-06-11 07:10:30,Connexion de l'utilisateur,eda7052abd3aa839163786c2e99ffe84c9fd9f8556bfc61207212d7719727f9b
sess_033,2025-02-20 14:55:30,Validation du panier,1c2cec4ecd9292b35f058951de816c1842b807b0408cf15468930771662f4055
sess_024,2024-06-25 22:02:30,Avis laissé sur le produit 39,40663e44e8b86fad3d052d859b0803ba7665b4e6dd350e1e3308bfe9f7f8cecc
sess_723,2024-07-10 12:42:30,Recherche de 'robe',580db42ea45bb04ad58d466864f39574debd911bfae20e53ef73e429bfb8044b
sess_146,2024-04-25 08:32:30,Paiement effectué,549c16ff86c87ce5798d83ea842520e40d055e50106490c3ebce8fb1100d5855
